,0,1
0,43.811390000000074,-79.19661999999994
1,43.78574000000003,-79.15874999999994
2,43.765750000000025,-79.17469999999997
3,43.76812000000007,-79.21760999999998
4,43.76944000000003,-79.23891999999995
5,43.74446000000006,-79.23116999999996
6,43.725820000000056,-79.26460999999995
7,43.71289000000007,-79.28505999999999
8,43.72360000000003,-79.23495999999994
9,43.695100000000025,-79.26465999999994
10,43.75998000000004,-79.26939999999996
11,43.75075000000004,-79.30053999999996
12,43.794520000000034,-79.26707999999996
13,43.784910000000025,-79.29721999999998
14,43.817810000000065,-79.28043999999994
15,43.80079000000006,-79.32161999999994
16,43.83412000000004,-79.21667999999994
17,43.80225000000007,-79.35557999999997
18,43.780970000000025,-79.34780999999998
19,43.781120000000044,-79.38059999999996
20,43.756980000000055,-79.38059999999996
21,43.79182000000003,-79.41371999999996
22,43.76774000000006,-79.40727999999996
23,43.747780000000034,-79.40032999999994
24,43.77989000000008,-79.44677999999999
25,43.75245000000007,-79.32990999999998
26,43.74923000000007,-79.36185999999998
27,43.72168000000005,-79.34351999999996
28,43.75788000000006,-79.44846999999999
29,43.76476000000008,-79.48797999999994
30,43.73384000000004,-79.46827999999994
31,43.720710000000054,-79.51700999999997
32,43.73224000000005,-79.50177999999994
33,43.75478000000004,-79.51958999999994
34,43.73057000000006,-79.31305999999995
35,43.70718000000005,-79.31191999999999
36,43.68970000000007,-79.30681999999996
37,43.67709000000008,-79.29546999999997
38,43.709020000000066,-79.36348999999996
39,43.70142000000004,-79.34904999999998
40,43.68811000000005,-79.33417999999995
41,43.68375000000003,-79.35511999999994
42,43.667970000000025,-79.31466999999998
43,43.66213000000005,-79.33496999999994
44,43.72843000000006,-79.38712999999996
45,43.71276000000006,-79.38850999999994
46,43.71458000000007,-79.40667999999994
47,43.703400000000045,-79.38658999999996
48,43.690480000000036,-79.38317999999998
49,43.68568000000005,-79.40236999999996
50,43.68190000000004,-79.37828999999994
51,43.667880000000025,-79.36648999999994
52,43.66659000000004,-79.38132999999993
53,43.65512000000007,-79.36263999999994
54,43.65739000000008,-79.37803999999994
55,43.65215000000006,-79.37586999999996
56,43.64536000000004,-79.37305999999995
57,43.65609000000006,-79.38492999999994
58,43.64970000000005,-79.38257999999996
59,43.64285000000007,-79.38075999999995
60,43.64710000000008,-79.38152999999994
61,43.64840000000004,-79.37913999999995
62,43.73545000000007,-79.41915999999998
63,43.71208000000007,-79.41847999999999
64,43.69479000000007,-79.41439999999994
65,43.674840000000074,-79.40451999999993
66,43.663110000000074,-79.40179999999998
67,43.65351000000004,-79.39721999999995
68,43.640820000000076,-79.39817999999997
69,43.648690000000045,-79.38543999999996
70,43.64828000000006,-79.38145999999995
71,43.72327000000007,-79.45041999999995
72,43.70687000000004,-79.44811999999996
73,43.69211000000007,-79.43035999999995
74,43.68784000000005,-79.45045999999996
75,43.668690000000026,-79.42070999999999
76,43.665050000000065,-79.43890999999996
77,43.64848000000006,-79.41773999999998
78,43.639410000000055,-79.42675999999994
79,43.71381000000008,-79.48873999999995
80,43.695170000000076,-79.48396999999994
81,43.67646000000008,-79.48271999999997
82,43.659730000000025,-79.46280999999993
83,43.64777000000004,-79.44988999999998
84,43.649820000000034,-79.47547999999995
85,43.66253000000006,-79.39187999999996
86,43.648690000000045,-79.38543999999996
87,43.648690000000045,-79.38543999999996
88,43.60987000000006,-79.49808999999993
89,43.601240000000075,-79.53878999999995
90,43.65319000000005,-79.51112999999998
91,43.632780000000025,-79.48944999999998
92,43.62513000000007,-79.52680999999995
93,43.662630000000036,-79.52830999999998
94,43.65034000000003,-79.55361999999997
95,43.64857000000006,-79.57824999999997
96,43.75948000000005,-79.55706999999995
97,43.733670000000075,-79.53768999999994
98,43.705070000000035,-79.51803999999998
99,43.696300000000065,-79.52925999999997
100,43.68681000000004,-79.55727999999993
101,43.744530000000054,-79.58623999999998
102,43.71174000000008,-79.57940999999994
